fecha,categoria,region,ventas,unidades,precio_prom
2024-01-12,Lácteos,Norte,2533.39,34,74.51
2024-01-12,Hogar,Sur,1136.32,26,43.7
2024-01-12,Hogar,Occidente,2531.72,27,93.77
2024-01-12,Electrónica,Oriente,2267.3,15,151.15
2024-01-12,Electrónica,Sur,2173.93,28,77.64
2024-01-13,Abarrotes,Norte,777.75,45,17.28
2024-01-13,Abarrotes,Sur,1818.61,29,62.71
2024-01-13,Bebidas,Norte,2762.68,37,74.67
2024-01-13,Bebidas,Sur,2295.61,30,76.52
2024-01-13,Lácteos,Sur,461.39,41,11.25
2024-01-13,Lácteos,Centro,861.95,35,24.63
2024-01-13,Hogar,Occidente,2284.18,30,76.14
2024-01-13,Hogar,Centro,3365.46,34,98.98
2024-01-13,Electrónica,Occidente,2862.05,22,130.09
2024-01-13,Electrónica,Sur,1914.03,23,83.22
2024-01-14,Abarrotes,Oriente,1274.53,45,28.32
2024-01-14,Abarrotes,Sur,1545.86,21,73.61
2024-01-14,Bebidas,Occidente,3036.65,15,202.44
2024-01-14,Bebidas,Centro,1612.22,25,64.49
2024-01-14,Lácteos,Occidente,3010.81,12,250.9
2024-01-14,Lácteos,Oriente,2085.23,40,52.13
2024-01-14,Hogar,Occidente,2177.29,19,114.59
2024-01-14,Hogar,Centro,2204.55,29,76.02
2024-01-14,Electrónica,Centro,528.64,20,26.43
2024-01-14,Electrónica,Oriente,1934.82,29,66.72
2024-01-15,Abarrotes,Centro,2191.72,31,70.7
2024-01-15,Abarrotes,Sur,2957.69,36,82.16
2024-01-15,Bebidas,Occidente,1556.23,23,67.66
2024-01-15,Bebidas,Norte,1490.89,20,74.54
2024-01-15,Lácteos,Oriente,0.0,27,0.0
2024-01-15,Lácteos,Sur,1689.25,38,44.45
2024-01-15,Hogar,Sur,1850.62,39,47.45
2024-01-15,Hogar,Occidente,2387.23,43,55.52
2024-01-15,Electrónica,Oriente,2635.05,12,219.59
2024-01-15,Electrónica,Norte,1290.04,9,143.34
2024-01-16,Abarrotes,Sur,2519.64,28,89.99
2024-01-16,Abarrotes,Oriente,2132.04,11,193.82
2024-01-16,Bebidas,Sur,2727.29,28,97.4
2024-01-16,Bebidas,Centro,2076.82,25,83.07
2024-01-16,Lácteos,Sur,908.42,39,23.29
2024-01-16,Lácteos,Occidente,695.07,50,13.9
2024-01-16,Hogar,Occidente,2026.22,40,50.66
2024-01-16,Hogar,Oriente,2045.63,33,61.99
2024-01-16,Electrónica,Centro,1231.83,16,76.99
2024-01-16,Electrónica,Occidente,2030.51,25,81.22
2024-01-17,Abarrotes,Occidente,2034.48,7,290.64
2024-01-17,Abarrotes,Sur,1938.83,30,64.63
2024-01-17,Bebidas,Occidente,2510.81,23,109.17
2024-01-17,Bebidas,Centro,1558.15,35,44.52
2024-01-17,Lácteos,Norte,2986.98,27,110.63
2024-01-17,Lácteos,Oriente,2345.93,33,71.09
2024-01-17,Hogar,Occidente,2914.27,5,582.85
2024-01-17,Hogar,Centro,1513.7,20,75.68
2024-01-17,Electrónica,Sur,1363.24,23,59.27
2024-01-17,Electrónica,Norte,1536.07,26,59.08
2024-01-18,Abarrotes,Sur,2805.86,16,175.37
2024-01-18,Abarrotes,Centro,3543.99,23,154.09
2024-01-18,Bebidas,Occidente,1767.16,23,76.83
2024-01-18,Bebidas,Oriente,2837.44,16,177.34
2024-01-18,Lácteos,Oriente,2297.95,28,82.07
2024-01-18,Lácteos,Norte,1876.26,7,268.04
2024-01-18,Hogar,Norte,2029.11,21,96.62
2024-01-18,Hogar,Oriente,2162.27,29,74.56
2024-01-18,Electrónica,Norte,3077.1,29,106.11
2024-01-18,Electrónica,Oriente,2339.8,38,61.57
2024-01-19,Abarrotes,Oriente,1741.52,34,51.22
2024-01-19,Abarrotes,Norte,2384.35,21,113.54
2024-01-19,Bebidas,Oriente,1871.92,31,60.38
2024-01-19,Bebidas,Centro,2458.55,30,81.95
2024-01-19,Lácteos,Centro,1551.22,8,193.9
2024-01-19,Lácteos,Norte,3198.2,49,65.27
2024-01-19,Hogar,Occidente,2501.42,18,138.97
2024-01-19,Hogar,Sur,2317.88,44,52.68
2024-01-19,Electrónica,Occidente,2270.91,36,63.08
2024-01-19,Electrónica,Norte,2410.38,28,86.08
2024-01-20,Abarrotes,Occidente,2400.86,28,85.75
2024-01-20,Abarrotes,Oriente,2347.58,34,69.05
2024-01-20,Bebidas,Sur,2236.67,25,89.47
2024-01-20,Bebidas,Norte,2173.86,50,43.48
2024-01-20,Lácteos,Sur,2720.73,25,108.83
2024-01-20,Lácteos,Centro,777.13,19,40.9
2024-01-20,Hogar,Oriente,2011.05,46,43.72
2024-01-20,Hogar,Occidente,2196.16,27,81.34
2024-01-20,Electrónica,Sur,2145.21,14,153.23
2024-01-20,Electrónica,Occidente,879.59,22,39.98
2024-01-21,Abarrotes,Norte,3023.49,29,104.26
2024-01-21,Abarrotes,Oriente,2496.89,40,62.42
2024-01-21,Bebidas,Occidente,2395.22,20,119.76
2024-01-21,Bebidas,Centro,2985.26,29,102.94
2024-01-21,Lácteos,Norte,3354.32,20,167.72
2024-01-21,Lácteos,Centro,3904.67,31,125.96
2024-01-21,Hogar,Occidente,2016.36,28,72.01
2024-01-21,Hogar,Centro,3023.7,35,86.39
2024-01-21,Electrónica,Occidente,2102.36,38,55.33
2024-01-21,Electrónica,Centro,1465.49,6,244.25
2024-01-22,Abarrotes,Oriente,2520.71,20,126.04
2024-01-22,Abarrotes,Norte,1474.68,32,46.08
2024-01-22,Bebidas,Sur,2722.98,36,75.64
2024-01-22,Bebidas,Centro,1622.08,28,57.93
2024-01-22,Lácteos,Occidente,1802.44,25,72.1
2024-01-22,Lácteos,Oriente,1758.53,25,70.34
2024-01-22,Hogar,Occidente,3523.21,35,100.66
2024-01-22,Hogar,Centro,1647.15,28,58.83
2024-01-22,Electrónica,Occidente,1450.86,32,45.34
2024-01-22,Electrónica,Sur,2631.07,27,97.45
2024-01-23,Abarrotes,Occidente,1798.53,46,39.1
2024-01-23,Abarrotes,Norte,1844.25,14,131.73
2024-01-23,Bebidas,Occidente,2623.3,23,114.06
2024-01-23,Bebidas,Oriente,1455.86,22,66.18
2024-01-23,Lácteos,Oriente,1977.78,34,58.17
2024-01-23,Lácteos,Sur,2664.39,31,85.95
2024-01-23,Hogar,Centro,1593.46,31,51.4
2024-01-23,Hogar,Sur,1530.47,36,42.51
2024-01-23,Electrónica,Oriente,1139.77,44,25.9
2024-01-23,Electrónica,Norte,2181.86,41,53.22
2024-01-24,Abarrotes,Occidente,3457.91,49,70.57
2024-01-24,Abarrotes,Oriente,1661.74,1,1661.74
2024-01-24,Bebidas,Occidente,1155.49,22,52.52
2024-01-24,Bebidas,Centro,1333.65,47,28.38
2024-01-24,Lácteos,Sur,1946.47,30,64.88
2024-01-24,Lácteos,Norte,1577.32,22,71.7
2024-01-24,Hogar,Occidente,2059.25,28,73.54
2024-01-24,Hogar,Centro,2300.29,19,121.07
2024-01-24,Electrónica,Norte,2140.79,32,66.9
2024-01-24,Electrónica,Occidente,2987.84,19,157.25
2024-01-25,Abarrotes,Occidente,998.13,47,21.24
2024-01-25,Abarrotes,Norte,1255.1,21,59.77
2024-01-25,Bebidas,Oriente,2453.81,15,163.59
2024-01-25,Bebidas,Norte,2748.02,8,343.5
2024-01-25,Lácteos,Occidente,2099.85,20,104.99
2024-01-25,Lácteos,Oriente,1988.07,33,60.24
2024-01-25,Hogar,Occidente,2184.68,12,182.06
2024-01-25,Hogar,Oriente,1191.09,37,32.19
2024-01-25,Electrónica,Norte,2178.38,36,60.51
2024-01-25,Electrónica,Oriente,2570.11,35,73.43
2024-01-26,Abarrotes,Sur,1910.78,23,83.08
2024-01-26,Abarrotes,Occidente,3086.57,29,106.43
2024-01-26,Bebidas,Sur,1460.72,20,73.04
2024-01-26,Bebidas,Norte,1456.05,38,38.32
2024-01-26,Lácteos,Centro,2711.71,32,84.74
2024-01-26,Lácteos,Sur,2842.34,25,113.69
2024-01-26,Hogar,Sur,1865.0,42,44.4
2024-01-26,Hogar,Norte,2138.29,34,62.89
2024-01-26,Electrónica,Oriente,2295.99,31,74.06
2024-01-26,Electrónica,Norte,1484.99,37,40.13
2024-01-27,Abarrotes,Centro,2141.6,32,66.92
2024-01-27,Abarrotes,Norte,1711.93,52,32.92
2024-01-27,Bebidas,Centro,3185.02,29,109.83
2024-01-27,Bebidas,Sur,1065.23,25,42.61
2024-01-27,Lácteos,Oriente,1347.33,39,34.55
2024-01-27,Lácteos,Occidente,942.28,41,22.98
2024-01-27,Hogar,Centro,1208.39,27,44.76
2024-01-27,Hogar,Norte,2638.74,31,85.12
2024-01-27,Electrónica,Centro,2500.35,34,73.54
2024-01-27,Electrónica,Occidente,1957.9,13,150.61
2024-01-28,Abarrotes,Occidente,1813.79,31,58.51
2024-01-28,Abarrotes,Oriente,1249.4,56,22.31
2024-01-28,Bebidas,Centro,1976.27,36,54.9
2024-01-28,Bebidas,Occidente,2016.99,30,67.23
2024-01-28,Lácteos,Occidente,2057.67,25,82.31
2024-01-28,Lácteos,Norte,1739.3,26,66.9
2024-01-28,Hogar,Oriente,2753.45,21,131.12
2024-01-28,Hogar,Occidente,1887.88,25,75.52
2024-01-28,Electrónica,Sur,2619.11,15,174.61
2024-01-28,Electrónica,Centro,2160.23,38,56.85
2024-01-29,Abarrotes,Norte,1737.4,18,96.52
2024-01-29,Abarrotes,Oriente,3558.62,23,154.72
2024-01-29,Bebidas,Oriente,1840.21,23,80.01
2024-01-29,Bebidas,Centro,3042.64,31,98.15
2024-01-29,Lácteos,Occidente,2471.7,25,98.87
2024-01-29,Lácteos,Centro,2400.32,46,52.18
2024-01-29,Hogar,Sur,839.79,17,49.4
2024-01-29,Hogar,Occidente,1357.65,36,37.71
2024-01-29,Electrónica,Oriente,1900.57,21,90.5
2024-01-29,Electrónica,Sur,3385.83,23,147.21
2024-01-30,Abarrotes,Oriente,2099.87,34,61.76
2024-01-30,Abarrotes,Centro,2173.5,54,40.25
2024-01-30,Bebidas,Occidente,1626.12,24,67.75
2024-01-30,Bebidas,Norte,1617.57,41,39.45
2024-01-30,Lácteos,Occidente,2852.3,24,118.85
2024-01-30,Lácteos,Norte,1500.59,34,44.13
2024-01-30,Hogar,Oriente,652.6,21,31.08
2024-01-30,Hogar,Occidente,1891.41,12,157.62
2024-01-30,Electrónica,Occidente,1958.59,28,69.95
2024-01-30,Electrónica,Oriente,2075.09,32,64.85
2024-01-31,Abarrotes,Norte,2530.46,20,126.52
2024-01-31,Abarrotes,Oriente,1495.45,29,51.57
2024-01-31,Bebidas,Sur,0.0,21,0.0
2024-01-31,Bebidas,Centro,2723.38,33,82.53
2024-01-31,Lácteos,Oriente,2350.36,26,90.4
2024-01-31,Lácteos,Norte,2354.39,41,57.42
2024-01-31,Hogar,Oriente,2492.29,35,71.21
2024-01-31,Hogar,Centro,2640.0,41,64.39
2024-01-31,Electrónica,Occidente,1777.81,21,84.66
2024-01-31,Electrónica,Norte,1586.28,34,46.66
2024-02-01,Abarrotes,Sur,1864.57,30,62.15
2024-02-01,Abarrotes,Norte,2490.65,15,166.04
2024-02-01,Bebidas,Sur,2451.98,16,153.25
2024-02-01,Bebidas,Centro,2897.08,32,90.53
2024-02-01,Lácteos,Norte,2711.83,27,100.44
2024-02-01,Lácteos,Occidente,1288.75,26,49.57
2024-02-01,Hogar,Occidente,2311.18,23,100.49
2024-02-01,Hogar,Sur,2451.14,39,62.85
2024-02-01,Electrónica,Oriente,1664.65,33,50.44
2024-02-01,Electrónica,Sur,2939.31,29,101.36
2024-02-02,Abarrotes,Norte,1131.19,8,141.4
2024-02-02,Abarrotes,Occidente,2264.01,24,94.33
2024-02-02,Bebidas,Occidente,2673.11,43,62.17
2024-02-02,Bebidas,Norte,1866.55,18,103.7
2024-02-02,Lácteos,Centro,891.94,24,37.16
2024-02-02,Lácteos,Occidente,2698.09,20,134.9
2024-02-02,Hogar,Occidente,2241.66,36,62.27
2024-02-02,Hogar,Oriente,1302.07,55,23.67
2024-02-02,Electrónica,Oriente,2205.64,34,64.87
2024-02-02,Electrónica,Norte,2341.86,34,68.88
2024-02-03,Abarrotes,Centro,2117.91,37,57.24
2024-02-03,Abarrotes,Norte,1946.16,44,44.23
2024-02-03,Bebidas,Sur,1655.67,25,66.23
2024-02-03,Bebidas,Occidente,1204.13,41,29.37
2024-02-03,Lácteos,Norte,1833.86,29,63.24
2024-02-03,Lácteos,Oriente,1896.18,23,82.44
2024-02-03,Hogar,Centro,2563.91,38,67.47
2024-02-03,Hogar,Oriente,1805.99,30,60.2
2024-02-03,Electrónica,Sur,2037.5,22,92.61
2024-02-03,Electrónica,Centro,1717.34,40,42.93
2024-02-04,Abarrotes,Norte,2593.33,36,72.04
2024-02-04,Abarrotes,Occidente,1703.92,25,68.16
2024-02-04,Bebidas,Centro,3087.19,33,93.55
2024-02-04,Bebidas,Oriente,2235.96,36,62.11
2024-02-04,Lácteos,Oriente,3269.45,27,121.09
2024-02-04,Lácteos,Norte,3293.53,41,80.33
2024-02-04,Hogar,Oriente,3041.58,31,98.12
2024-02-04,Hogar,Norte,1609.15,25,64.37
2024-02-04,Electrónica,Occidente,2313.7,24,96.4
2024-02-04,Electrónica,Norte,1985.39,51,38.93
2024-02-05,Abarrotes,Sur,2022.8,31,65.25
2024-02-05,Abarrotes,Norte,2368.11,19,124.64
2024-02-05,Bebidas,Occidente,1845.57,13,141.97
2024-02-05,Bebidas,Norte,2239.53,36,62.21
2024-02-05,Lácteos,Sur,2524.27,37,68.22
2024-02-05,Lácteos,Centro,3862.92,33,117.06
2024-02-05,Hogar,Oriente,1950.29,26,75.01
2024-02-05,Hogar,Centro,2905.84,46,63.17
2024-02-05,Electrónica,Norte,1233.67,14,88.12
2024-02-05,Electrónica,Oriente,2747.8,28,98.14
2024-02-06,Abarrotes,Oriente,2994.19,14,213.87
2024-02-06,Abarrotes,Occidente,1168.65,44,26.56
2024-02-06,Bebidas,Oriente,1935.6,22,87.98
2024-02-06,Bebidas,Occidente,1880.04,21,89.53
2024-02-06,Lácteos,Sur,1782.54,18,99.03
2024-02-06,Lácteos,Oriente,1223.19,41,29.83
2024-02-06,Hogar,Centro,1066.46,27,39.5
2024-02-06,Hogar,Sur,742.91,32,23.22
2024-02-06,Electrónica,Sur,2352.66,31,75.89
2024-02-06,Electrónica,Centro,1554.79,16,97.17
2024-02-07,Abarrotes,Centro,2302.29,8,287.79
2024-02-07,Abarrotes,Oriente,2424.33,39,62.16
2024-02-07,Bebidas,Norte,1844.57,28,65.88
2024-02-07,Bebidas,Centro,1957.04,29,67.48
2024-02-07,Lácteos,Sur,1257.6,36,34.93
2024-02-07,Lácteos,Norte,2114.56,21,100.69
2024-02-07,Hogar,Sur,2083.61,34,61.28
2024-02-07,Hogar,Oriente,1919.85,40,48.0
2024-02-07,Electrónica,Norte,1360.66,30,45.36
2024-02-07,Electrónica,Occidente,2038.31,31,65.75
2024-02-08,Abarrotes,Oriente,1625.74,49,33.18
2024-02-08,Abarrotes,Sur,1885.59,32,58.92
2024-02-08,Bebidas,Oriente,2090.25,33,63.34
2024-02-08,Bebidas,Occidente,3442.05,29,118.69
2024-02-08,Lácteos,Oriente,2370.82,31,76.48
2024-02-08,Lácteos,Centro,2303.56,39,59.07
2024-02-08,Hogar,Oriente,2205.46,18,122.53
2024-02-08,Hogar,Sur,2481.48,26,95.44
2024-02-08,Electrónica,Centro,1842.82,24,76.78
2024-02-08,Electrónica,Sur,2181.44,22,99.16
2024-02-09,Abarrotes,Norte,2473.94,26,95.15
2024-02-09,Abarrotes,Oriente,1118.55,21,53.26
2024-02-09,Bebidas,Centro,1233.19,13,94.86
2024-02-09,Bebidas,Occidente,1468.9,45,32.64
2024-02-09,Lácteos,Sur,1224.11,23,53.22
2024-02-09,Lácteos,Centro,2101.82,22,95.54
2024-02-09,Hogar,Sur,2589.06,26,99.58
2024-02-09,Hogar,Norte,500.36,52,9.62
2024-02-09,Electrónica,Sur,1166.26,13,89.71
2024-02-09,Electrónica,Occidente,2613.54,54,48.4
2024-02-10,Abarrotes,Norte,2512.94,39,64.43
2024-02-10,Abarrotes,Centro,2791.26,30,93.04
2024-02-10,Bebidas,Centro,1848.39,33,56.01
2024-02-10,Bebidas,Norte,1886.66,35,53.9
2024-02-10,Lácteos,Sur,1477.66,20,73.88
2024-02-10,Lácteos,Occidente,2582.54,23,112.28
2024-02-10,Hogar,Norte,1569.88,45,34.89
2024-02-10,Hogar,Oriente,1364.82,30,45.49
2024-02-10,Electrónica,Oriente,1651.26,21,78.63
2024-02-10,Electrónica,Norte,1659.92,35,47.43
2024-02-11,Abarrotes,Sur,1723.02,41,42.02
2024-02-11,Abarrotes,Norte,1398.94,30,46.63
2024-02-11,Bebidas,Norte,3527.63,34,103.75
2024-02-11,Bebidas,Occidente,2347.57,41,57.26
2024-02-11,Lácteos,Sur,1834.81,37,49.59
2024-02-11,Lácteos,Oriente,2448.3,22,111.29
2024-02-11,Hogar,Norte,3091.74,21,147.23
2024-02-11,Hogar,Oriente,2143.69,22,97.44
2024-02-11,Electrónica,Occidente,2314.62,22,105.21
2024-02-11,Electrónica,Oriente,1787.54,34,52.57
2024-02-12,Abarrotes,Occidente,1579.79,23,68.69
2024-02-12,Abarrotes,Sur,1204.15,37,32.54
2024-02-12,Bebidas,Sur,1739.1,23,75.61
2024-02-12,Bebidas,Centro,3003.37,39,77.01
2024-02-12,Lácteos,Occidente,2625.57,24,109.4
2024-02-12,Lácteos,Sur,1010.55,40,25.26
2024-02-12,Hogar,Occidente,1021.1,45,22.69
2024-02-12,Hogar,Sur,1137.7,17,66.92
2024-02-12,Electrónica,Sur,2140.27,14,152.88
2024-02-12,Electrónica,Centro,2198.53,38,57.86
2024-02-13,Abarrotes,Sur,1100.25,16,68.77
2024-02-13,Abarrotes,Oriente,1992.63,31,64.28
2024-02-13,Bebidas,Norte,2786.73,36,77.41
2024-02-13,Bebidas,Sur,1803.9,18,100.22
2024-02-13,Lácteos,Occidente,2654.79,36,73.74
2024-02-13,Lácteos,Centro,1344.61,26,51.72
2024-02-13,Hogar,Centro,1610.8,32,50.34
2024-02-13,Hogar,Sur,2487.98,23,108.17
2024-02-13,Electrónica,Occidente,1357.64,21,64.65
2024-02-13,Electrónica,Sur,1577.43,27,58.42
2024-02-14,Abarrotes,Centro,1491.14,13,114.7
2024-02-14,Abarrotes,Oriente,3293.45,18,182.97
2024-02-14,Bebidas,Occidente,2049.1,29,70.66
2024-02-14,Bebidas,Norte,2551.45,27,94.5
2024-02-14,Lácteos,Norte,1672.24,39,42.88
2024-02-14,Lácteos,Centro,2427.36,31,78.3
2024-02-14,Hogar,Sur,2547.42,14,181.96
2024-02-14,Hogar,Oriente,1690.25,39,43.34
2024-02-14,Electrónica,Oriente,1520.28,33,46.07
2024-02-14,Electrónica,Occidente,2570.48,1,2570.48
2024-02-15,Abarrotes,Centro,267.04,32,8.34
2024-02-15,Abarrotes,Sur,2169.98,22,98.64
2024-02-15,Bebidas,Norte,1420.09,34,41.77
2024-02-15,Bebidas,Occidente,1586.8,29,54.72
2024-02-15,Lácteos,Occidente,1661.81,25,66.47
2024-02-15,Lácteos,Oriente,1779.67,22,80.89
2024-02-15,Hogar,Occidente,1235.38,36,34.32
2024-02-15,Hogar,Centro,1560.35,22,70.92
2024-02-15,Electrónica,Sur,2526.25,36,70.17
2024-02-15,Electrónica,Norte,3028.72,19,159.41
2024-02-16,Abarrotes,Norte,1209.83,29,41.72
2024-02-16,Abarrotes,Centro,2250.92,28,80.39
2024-02-16,Bebidas,Occidente,1672.25,33,50.67
2024-02-16,Bebidas,Norte,1112.65,31,35.89
2024-02-16,Lácteos,Sur,1990.81,35,56.88
2024-02-16,Lácteos,Norte,2071.75,20,103.59
2024-02-16,Hogar,Centro,1284.16,29,44.28
2024-02-16,Hogar,Norte,2700.93,21,128.62
2024-02-16,Electrónica,Oriente,1815.74,40,45.39
2024-02-16,Electrónica,Centro,2174.87,22,98.86
2024-02-17,Abarrotes,Occidente,1881.32,26,72.36
2024-02-17,Abarrotes,Sur,1947.42,31,62.82
2024-02-17,Bebidas,Centro,2445.26,32,76.41
2024-02-17,Bebidas,Norte,2781.04,45,61.8
2024-02-17,Lácteos,Centro,1637.4,29,56.46
2024-02-17,Lácteos,Oriente,2655.84,35,75.88
2024-02-17,Hogar,Centro,539.66,31,17.41
2024-02-17,Hogar,Oriente,2141.46,29,73.84
2024-02-17,Electrónica,Centro,1633.47,41,39.84
2024-02-17,Electrónica,Norte,2746.42,7,392.35
2024-02-18,Abarrotes,Norte,2569.1,30,85.64
2024-02-18,Abarrotes,Occidente,1589.84,37,42.97
2024-02-18,Bebidas,Oriente,1873.2,28,66.9
2024-02-18,Bebidas,Occidente,1983.7,35,56.68
2024-02-18,Lácteos,Sur,2873.37,47,61.14
2024-02-18,Lácteos,Occidente,2447.48,35,69.93
2024-02-18,Hogar,Norte,2334.09,27,86.45
2024-02-18,Hogar,Oriente,1643.13,17,96.65
2024-02-18,Electrónica,Oriente,1693.13,22,76.96
2024-02-18,Electrónica,Norte,2126.34,35,60.75
2024-02-19,Abarrotes,Oriente,2447.71,26,94.14
